key,module,page,component,slot,text,notes,status
dashboard.context_breakdown.exec_details.failures_column,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_failures_column,"失败",,active
dashboard.context_breakdown.exec_details.duration_column,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_duration_column,"耗时",,active
dashboard.context_breakdown.exec_details.max_duration_column,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_max_duration_column,"最长耗时",,active
dashboard.context_breakdown.exec_details.output_column,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_output_column,"行数",,active
dashboard.context_breakdown.exec_details.group_by_type,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_group_by_type,"按类型",,active
dashboard.context_breakdown.exec_details.group_by_executable,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_group_by_executable,"可执行文件",,active
dashboard.context_breakdown.exec_details.group_by_command,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_group_by_command,"命令",,active
dashboard.context_breakdown.exec_details.group_by_duration,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_group_by_duration,"耗时",,active
dashboard.context_breakdown.exec_details.group_by_output,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_group_by_output,"输出",,active
dashboard.context_breakdown.exec_details.group_by_exit,dashboard,DashboardPage,ContextBreakdownPanel,exec_details_group_by_exit,"按退出状态",,active
heatmap.3d.hover_tip,ui,ActivityHeatmap,ActivityHeatmap,hover_tip,"点击进入 3D 全屏旋转分析模式",,active
heatmap.3d.modal.title,ui,ActivityHeatmap,ActivityHeatmap,title,"Token 三维透视",,active
heatmap.3d.modal.desc,ui,ActivityHeatmap,ActivityHeatmap,desc,"按住左键拖拽可任意旋转，悬浮感知每日活跃数据与多维统计。",,active
heatmap.3d.modal.stats.total_tokens,ui,ActivityHeatmap,ActivityHeatmap,stats_total_tokens,"年度 Token 总量",,active
heatmap.3d.modal.stats.precision_total_tokens,ui,ActivityHeatmap,ActivityHeatmap,stats_precision_total_tokens,"精准年消耗量",,active
heatmap.3d.modal.stats.estimated_cost,ui,ActivityHeatmap,ActivityHeatmap,stats_estimated_cost,"年度估算费用",,active
heatmap.3d.modal.stats.active_rate_days,ui,ActivityHeatmap,ActivityHeatmap,stats_active_rate_days,"活跃占比 / 天数",,active
heatmap.3d.modal.stats.max_streak,ui,ActivityHeatmap,ActivityHeatmap,stats_max_streak,"最长连续活跃",,active
heatmap.3d.modal.stats.days_suffix,ui,ActivityHeatmap,ActivityHeatmap,stats_days_suffix,"天",,active
heatmap.3d.modal.stats.peak_day,ui,ActivityHeatmap,ActivityHeatmap,stats_peak_day,"单日峰值暴击",,active
heatmap.3d.modal.stats.precision_peak_value,ui,ActivityHeatmap,ActivityHeatmap,stats_precision_peak_value,"精确单日峰值",,active
heatmap.3d.modal.stats.no_data,ui,ActivityHeatmap,ActivityHeatmap,stats_no_data,"无数据",,active
heatmap.3d.modal.legend.title,ui,ActivityHeatmap,ActivityHeatmap,legend_title,"活跃度层级",,active
heatmap.3d.modal.palette.emerald,ui,ActivityHeatmap,ActivityHeatmap,palette_emerald,"翡翠之城",,active
heatmap.3d.modal.palette.ocean,ui,ActivityHeatmap,ActivityHeatmap,palette_ocean,"深海浩瀚",,active
heatmap.3d.modal.palette.neon,ui,ActivityHeatmap,ActivityHeatmap,palette_neon,"赛博霓虹",,active
heatmap.3d.modal.palette.amber,ui,ActivityHeatmap,ActivityHeatmap,palette_amber,"烈焰余晖",,active
heatmap.3d.modal.control.play,ui,ActivityHeatmap,ActivityHeatmap,control_play,"启动慢速自转",,active
heatmap.3d.modal.control.pause,ui,ActivityHeatmap,ActivityHeatmap,control_pause,"暂停自动旋转",,active
heatmap.3d.modal.control.reset,ui,ActivityHeatmap,ActivityHeatmap,control_reset,"重置 3D 视角",,active
heatmap.3d.modal.footer.tip,ui,ActivityHeatmap,ActivityHeatmap,footer_tip,"双指缩放 / 滚轮缩放 / 鼠标拖拽旋转 3D 图表",,active
heatmap.3d.modal.ai.title.default,ui,ActivityHeatmap,ActivityHeatmap,ai_title_default,"持之以恒的行者",,active
heatmap.3d.modal.ai.eval.default,ui,ActivityHeatmap,ActivityHeatmap,ai_eval_default,"您一直在持续行动、不断向前。每一个微小的活跃点，都记录着一次思考与探索。点滴星火终会汇聚成只属于您的成果。",,active
heatmap.3d.modal.ai.title.peak,ui,ActivityHeatmap,ActivityHeatmap,ai_title_peak,"极限活跃级贡献者",,active
heatmap.3d.modal.ai.eval.peak,ui,ActivityHeatmap,ActivityHeatmap,ai_eval_peak,"这一年中，您的 Token 活跃度达到了非凡水平。您持续以高度专注和强劲动能，把复杂想法转化为具体成果，展现出持久的创造力。",,active
heatmap.3d.modal.ai.title.heavy,ui,ActivityHeatmap,ActivityHeatmap,ai_title_heavy,"高频创作者",,active
heatmap.3d.modal.ai.eval.heavy,ui,ActivityHeatmap,ActivityHeatmap,ai_eval_heavy,"卓越的持续输出。累积的 Token 记录了大量研究、创作与问题解决过程。这样的稳定节奏展现出令人印象深刻的专注力与执行力。",,active
heatmap.3d.modal.ai.title.core,ui,ActivityHeatmap,ActivityHeatmap,ai_title_core,"核心生产力专家",,active
heatmap.3d.modal.ai.eval.core,ui,ActivityHeatmap,ActivityHeatmap,ai_eval_core,"极具韧性的长期投入。在过去的一年中，您始终保持着稳定而高效的节奏，不断把 AI 协作转化为持久成果，是当之无愧的核心生产力。",,active
heatmap.3d.modal.ai.title.steady,ui,ActivityHeatmap,ActivityHeatmap,ai_title_steady,"稳健创作者",,active
heatmap.3d.modal.ai.eval.steady,ui,ActivityHeatmap,ActivityHeatmap,ai_eval_steady,"踏实而专注地持续前进。每一次 Token 的递增，都代表您又把一个想法转化成了有价值的成果。持久的专业能力，正是在这样的稳定节奏中积累起来的。",,active
heatmap.3d.voxel.joke.1,ui,ActivityHeatmap3D,ActivityHeatmap3D,voxel_joke1,"🔥 极度疯狂！产出 {{value}} tokens！你是在疯狂训练大模型，还是手撸了一个编译器？",,active
heatmap.3d.voxel.joke.2,ui,ActivityHeatmap3D,ActivityHeatmap3D,voxel_joke2,"🚀 史诗级输出！共 {{value}} tokens。今日产出可绕地球一圈，AI 都在为你惊叹！",,active
heatmap.3d.voxel.joke.3,ui,ActivityHeatmap3D,ActivityHeatmap3D,voxel_joke3,"⚡ 爆击日！{{value}} tokens。代码如泉涌，键盘已经开始冒烟了！",,active
heatmap.3d.voxel.level3,ui,ActivityHeatmap3D,ActivityHeatmap3D,voxel_level3,"⚡ 生产力大爆发（{{value}} tokens）！高效专注的黄金时刻，继续保持这个巅峰状态！",,active
heatmap.3d.voxel.level2,ui,ActivityHeatmap3D,ActivityHeatmap3D,voxel_level2,"🌱 渐入佳境（{{value}} tokens）！稳步产出，每一次敲击键盘都是在为大厦添砖加瓦。",,active
heatmap.3d.voxel.level1,ui,ActivityHeatmap3D,ActivityHeatmap3D,voxel_level1,"🍃 聚沙成塔（{{value}} tokens）。微小的提交也是对未来的投资，保持复利的力量！",,active
heatmap.3d.voxel.level0,ui,ActivityHeatmap3D,ActivityHeatmap3D,voxel_level0,"💤 养精蓄锐。在不写代码的日子里，灵感也在悄悄生长。",,active
ipcheck.page.title,ui,IpCheckPage,IpCheckPage,page_title,"Claude IP 检测",,active
ipcheck.page.subtitle,ui,IpCheckPage,IpCheckPage,page_subtitle,"查看当前访问 Claude 的出口 IP、纯净度、地理与风险信号，识别可能影响登录或触发风控的因素。",,active
ipcheck.mask.toggle,ui,IpCheckPage,IpCheckPage,mask_toggle,"隐藏 IP",,active
ipcheck.ipv6.warn,ui,IpCheckPage,IpCheckPage,ipv6_warn,"当前为 IPv6 环境，不建议用 IPv6 访问 Claude Code，部分检测结果可能不完整。",,active
ipcheck.ip.cn,ui,IpCheckPage,IpCheckPage,ip_cn,"中国出口 IPv4",,active
ipcheck.ip.cloudflare,ui,IpCheckPage,IpCheckPage,ip_cloudflare,"Cloudflare 出口",,active
ipcheck.ip.claude,ui,IpCheckPage,IpCheckPage,ip_claude,"Claude 出口",,active
ipcheck.ip.failed,ui,IpCheckPage,IpCheckPage,ip_failed,"获取失败",,active
ipcheck.ip.loading,ui,IpCheckPage,IpCheckPage,ip_loading,"加载中...",,active
ipcheck.trust.title,ui,IpCheckPage,IpCheckPage,trust_title,"信任评分",,active
ipcheck.trust.subtitle,ui,IpCheckPage,IpCheckPage,trust_subtitle,"Claude 风控视角下的 IP 纯净度",,active
ipcheck.trust.no_data,ui,IpCheckPage,IpCheckPage,trust_no_data,"无数据",,active
ipcheck.trust.no_ip,ui,IpCheckPage,IpCheckPage,trust_no_ip,"未获取到 Claude 出口 IP，无法评分",,active
ipcheck.trust.no_score,ui,IpCheckPage,IpCheckPage,trust_no_score,"该 IP 暂无评分数据",,active
ipcheck.trust.gauge.low,ui,IpCheckPage,IpCheckPage,trust_gauge_low,"0 高危",,active
ipcheck.trust.gauge.high,ui,IpCheckPage,IpCheckPage,trust_gauge_high,"100 可信",,active
ipcheck.trust.label.pristine,ui,IpCheckPage,IpCheckPage,trust_label_pristine,"极度纯净",,active
ipcheck.trust.label.clean,ui,IpCheckPage,IpCheckPage,trust_label_clean,"纯净",,active
ipcheck.trust.label.good,ui,IpCheckPage,IpCheckPage,trust_label_good,"良好",,active
ipcheck.trust.label.neutral,ui,IpCheckPage,IpCheckPage,trust_label_neutral,"中性",,active
ipcheck.trust.label.suspicious,ui,IpCheckPage,IpCheckPage,trust_label_suspicious,"可疑",,active
ipcheck.trust.label.unreachable,ui,IpCheckPage,IpCheckPage,trust_label_unreachable,"不可访问",,active
ipcheck.trust.text.excellent,ui,IpCheckPage,IpCheckPage,trust_text_excellent,"该 IP 信誉极好",,active
ipcheck.trust.text.great,ui,IpCheckPage,IpCheckPage,trust_text_great,"该 IP 信誉优异",,active
ipcheck.trust.text.minor,ui,IpCheckPage,IpCheckPage,trust_text_minor,"该 IP 存在轻微风险",,active
ipcheck.trust.text.moderate,ui,IpCheckPage,IpCheckPage,trust_text_moderate,"该 IP 存在一定风险",,active
ipcheck.trust.text.severe,ui,IpCheckPage,IpCheckPage,trust_text_severe,"该 IP 风险极高",,active
ipcheck.trust.text.restricted,ui,IpCheckPage,IpCheckPage,trust_text_restricted,"处于不可访问区域，Claude 会严格风控",,active
ipcheck.trust.region_warn.title,ui,IpCheckPage,IpCheckPage,region_warn_title,"Claude 出口 IP 位于 {{region}}",,active
ipcheck.trust.region_warn.body,ui,IpCheckPage,IpCheckPage,region_warn_body,"不建议登录 Claude，容易触发封号风控。",,active
ipcheck.trust.region_support,ui,IpCheckPage,IpCheckPage,region_support,"Claude 支持地区",,active
ipcheck.trust.region.accessible,ui,IpCheckPage,IpCheckPage,region_accessible,"可访问",,active
ipcheck.common.unknown,ui,IpCheckPage,IpCheckPage,common_unknown,"未知",,active
ipcheck.props.title,ui,IpCheckPage,IpCheckPage,props_title,"IP 属性",,active
ipcheck.props.region,ui,IpCheckPage,IpCheckPage,props_region,"地区",,active
ipcheck.props.city,ui,IpCheckPage,IpCheckPage,props_city,"城市",,active
ipcheck.props.type,ui,IpCheckPage,IpCheckPage,props_type,"类型",,active
ipcheck.props.asn,ui,IpCheckPage,IpCheckPage,props_asn,"ASN",,active
ipcheck.props.org,ui,IpCheckPage,IpCheckPage,props_org,"运营商",,active
ipcheck.props.residential,ui,IpCheckPage,IpCheckPage,props_residential,"家庭住宅",,active
ipcheck.props.datacenter,ui,IpCheckPage,IpCheckPage,props_datacenter,"机房",,active
ipcheck.security.title,ui,IpCheckPage,IpCheckPage,sec_title,"安全检测",,active
ipcheck.security.vpn,ui,IpCheckPage,IpCheckPage,sec_vpn,"VPN",,active
ipcheck.security.proxy,ui,IpCheckPage,IpCheckPage,sec_proxy,"代理 (Proxy)",,active
ipcheck.security.tor,ui,IpCheckPage,IpCheckPage,sec_tor,"Tor",,active
ipcheck.security.crawler,ui,IpCheckPage,IpCheckPage,sec_crawler,"机器人 (Crawler)",,active
ipcheck.security.abuser,ui,IpCheckPage,IpCheckPage,sec_abuser,"滥用记录",,active
ipcheck.security.proxy_flag,ui,IpCheckPage,IpCheckPage,sec_proxy_flag,"代理",,active
ipcheck.security.crawler_yes,ui,IpCheckPage,IpCheckPage,sec_crawler_yes,"是",,active
ipcheck.security.crawler_no,ui,IpCheckPage,IpCheckPage,sec_crawler_no,"否",,active
ipcheck.security.abuser_yes,ui,IpCheckPage,IpCheckPage,sec_abuser_yes,"有记录",,active
ipcheck.security.abuser_no,ui,IpCheckPage,IpCheckPage,sec_abuser_no,"无记录",,active
ipcheck.security.clean,ui,IpCheckPage,IpCheckPage,sec_clean,"未检测到",,active
ipcheck.dns.title,ui,IpCheckPage,IpCheckPage,dns_title,"DNS 泄露检测",,active
ipcheck.dns.status,ui,IpCheckPage,IpCheckPage,dns_status,"状态",,active
ipcheck.dns.outlet,ui,IpCheckPage,IpCheckPage,dns_outlet,"DNS 出口",,active
ipcheck.dns.outlet_ip,ui,IpCheckPage,IpCheckPage,dns_outlet_ip,"DNS 出口 IP",,active
ipcheck.dns.isp,ui,IpCheckPage,IpCheckPage,dns_isp,"服务商",,active
ipcheck.dns.leaked,ui,IpCheckPage,IpCheckPage,dns_leaked,"可能泄露",,active
ipcheck.dns.no_leak,ui,IpCheckPage,IpCheckPage,dns_no_leak,"未检测到泄露",,active
ipcheck.dns.encrypted,ui,IpCheckPage,IpCheckPage,dns_encrypted,"DNS 加密或未暴露",,active
ipcheck.dns.cn_tag,ui,IpCheckPage,IpCheckPage,dns_cn_tag,"中国 DNS",,active
ipcheck.udp.title,ui,IpCheckPage,IpCheckPage,udp_title,"WebRTC UDP 泄露",,active
ipcheck.udp.status,ui,IpCheckPage,IpCheckPage,udp_status,"状态",,active
ipcheck.udp.outlet,ui,IpCheckPage,IpCheckPage,udp_outlet,"UDP 出口",,active
ipcheck.udp.outlet_ip,ui,IpCheckPage,IpCheckPage,udp_outlet_ip,"UDP 出口 IP",,active
ipcheck.udp.origin,ui,IpCheckPage,IpCheckPage,udp_origin,"归属地",,active
ipcheck.udp.disabled,ui,IpCheckPage,IpCheckPage,udp_disabled,"WebRTC 已禁用",,active
ipcheck.udp.no_leak,ui,IpCheckPage,IpCheckPage,udp_no_leak,"未检测到泄露",,active
ipcheck.udp.leaked,ui,IpCheckPage,IpCheckPage,udp_leaked,"可能泄露",,active
ipcheck.udp.anomaly,ui,IpCheckPage,IpCheckPage,udp_anomaly,"异常",,active
ipcheck.device.title,ui,IpCheckPage,IpCheckPage,dev_title,"设备信息",,active
ipcheck.device.tz,ui,IpCheckPage,IpCheckPage,dev_tz,"时区",,active
ipcheck.device.lang,ui,IpCheckPage,IpCheckPage,dev_lang,"语言",,active
ipcheck.device.os,ui,IpCheckPage,IpCheckPage,dev_os,"操作系统 / 浏览器",,active
ipcheck.device.touch,ui,IpCheckPage,IpCheckPage,dev_touch,"触屏",,active
ipcheck.device.net,ui,IpCheckPage,IpCheckPage,dev_net,"网络类型",,active
ipcheck.device.dnt,ui,IpCheckPage,IpCheckPage,dev_dnt,"请勿追踪",,active
ipcheck.device.webgl_render,ui,IpCheckPage,IpCheckPage,dev_webgl_render,"WebGL 渲染器",,active
ipcheck.device.canvas_fp,ui,IpCheckPage,IpCheckPage,dev_canvas_fp,"Canvas 指纹",,active
ipcheck.device.webgl_fp,ui,IpCheckPage,IpCheckPage,dev_webgl_fp,"WebGL 指纹",,active
ipcheck.device.match,ui,IpCheckPage,IpCheckPage,dev_match,"一致",,active
ipcheck.device.mismatch,ui,IpCheckPage,IpCheckPage,dev_mismatch,"不一致",,active
ipcheck.device.local,ui,IpCheckPage,IpCheckPage,dev_local,"本地",,active
ipcheck.device.estimate_suffix,ui,IpCheckPage,IpCheckPage,dev_est_suffix,"（估算）",,active
ipcheck.device.diff_equal,ui,IpCheckPage,IpCheckPage,dev_diff_eq,"偏移略有差异",,active
ipcheck.device.diff_ahead,ui,IpCheckPage,IpCheckPage,dev_diff_ahead,"Claude 快 {{h}} 小时",,active
ipcheck.device.diff_behind,ui,IpCheckPage,IpCheckPage,dev_diff_behind,"Claude 慢 {{h}} 小时",,active
ipcheck.device.lang_expected,ui,IpCheckPage,IpCheckPage,dev_lang_expected,"Claude 出口常用",,active
ipcheck.device.touch_yes,ui,IpCheckPage,IpCheckPage,dev_touch_yes,"是",,active
ipcheck.device.touch_no,ui,IpCheckPage,IpCheckPage,dev_touch_no,"否",,active
ipcheck.device.dnt_on,ui,IpCheckPage,IpCheckPage,dev_dnt_on,"已开启",,active
ipcheck.device.dnt_off,ui,IpCheckPage,IpCheckPage,dev_dnt_off,"已关闭",,active
ipcheck.device.dnt_unset,ui,IpCheckPage,IpCheckPage,dev_dnt_unset,"未设置",,active
ipcheck.device.net_unsupported,ui,IpCheckPage,IpCheckPage,dev_net_unsup,"不支持检测",,active
ipcheck.device.unsupported,ui,IpCheckPage,IpCheckPage,dev_unsupported,"不支持",,active
ipcheck.history.title,ui,IpCheckPage,IpCheckPage,hist_title,"Claude 出口 IP 历史",,active
ipcheck.history.subtitle,ui,IpCheckPage,IpCheckPage,hist_subtitle,"仅本地存储于浏览器，最多保留 6 条",,active
ipcheck.history.clear,ui,IpCheckPage,IpCheckPage,hist_clear,"清除",,active
ipcheck.history.empty,ui,IpCheckPage,IpCheckPage,hist_empty,"暂无历史记录",,active
ipcheck.history.current,ui,IpCheckPage,IpCheckPage,hist_current,"当前",,active
ipcheck.region.CN,ui,IpCheckPage,IpCheckPage,region_cn,"中国大陆",,active
ipcheck.region.HK,ui,IpCheckPage,IpCheckPage,region_hk,"香港",,active
ipcheck.region.MO,ui,IpCheckPage,IpCheckPage,region_mo,"澳门",,active
ipcheck.region.RU,ui,IpCheckPage,IpCheckPage,region_ru,"俄罗斯",,active
ipcheck.region.KP,ui,IpCheckPage,IpCheckPage,region_kp,"朝鲜",,active
ipcheck.region.IR,ui,IpCheckPage,IpCheckPage,region_ir,"伊朗",,active
ipcheck.region.SY,ui,IpCheckPage,IpCheckPage,region_sy,"叙利亚",,active
ipcheck.region.CU,ui,IpCheckPage,IpCheckPage,region_cu,"古巴",,active
ipcheck.region.BY,ui,IpCheckPage,IpCheckPage,region_by,"白俄罗斯",,active
ipcheck.region.VE,ui,IpCheckPage,IpCheckPage,region_ve,"委内瑞拉",,active
local_only.title,dashboard,LocalOnlyNotice,LocalOnlyNotice,title,"请在客户端内使用",,active
local_only.body,dashboard,LocalOnlyNotice,LocalOnlyNotice,body,"此页面读取你电脑上的本地数据，因此只能在 Windows App 或本地 CLI 仪表盘中使用。",,active
local_only.download,dashboard,LocalOnlyNotice,LocalOnlyNotice,download,"下载 Windows App",,active
shared.app_name,shared,*,*,app_name,"Token Tracker",,active
cmdk.placeholder,ui,CommandPalette,CommandPalette,placeholder,"搜索页面…",,active
cmdk.empty,ui,CommandPalette,CommandPalette,empty,"没有匹配项",,active
cmdk.group.pages,ui,CommandPalette,CommandPalette,group_pages,"页面",,active
cmdk.close,ui,CommandPalette,CommandPalette,close,"关闭命令菜单",,active
cmdk.open_aria,ui,CommandPalette,CommandPalette,open_aria,"命令菜单",,active
limits.hover.expires_at,ui,LimitsPage,UsageLimitsPanel,hover_expires_at,"{{time}} 到期",,active
sessions.card.title,dashboard,DashboardPage,SessionInsightsCard,title,"会话效率",,active
sessions.card.subtitle,dashboard,DashboardPage,SessionInsightsCard,subtitle,"Claude 与 Codex 的统一编辑回合指标",,active
sessions.card.loading,dashboard,DashboardPage,SessionInsightsCard,loading,"正在分析本地会话元数据…",,active
sessions.card.edit_sessions,dashboard,DashboardPage,SessionInsightsCard,edit_sessions,"编辑会话",,active
sessions.card.first_pass,dashboard,DashboardPage,SessionInsightsCard,first_pass,"一次完成",,active
sessions.card.cost_edit,dashboard,DashboardPage,SessionInsightsCard,cost_edit,"单次编辑成本",,active
sessions.card.model,dashboard,DashboardPage,SessionInsightsCard,model,"模型",,active
sessions.card.edit_session_value,dashboard,DashboardPage,SessionInsightsCard,edit_session_value,"{{edits}} / {{sessions}}",,active
sessions.card.edit_turn_count,dashboard,DashboardPage,SessionInsightsCard,edit_turn_count,"{{count}} 个编辑回合",,active
sessions.card.tokens_edit,dashboard,DashboardPage,SessionInsightsCard,tokens_edit,"单次编辑 Token",,active
sessions.card.sample,dashboard,DashboardPage,SessionInsightsCard,sample,"{{sessions}} 个会话 · {{edits}} 个编辑回合",,active
sessions.card.methodology_label,dashboard,DashboardPage,SessionInsightsCard,methodology_label,"统计口径",,active
sessions.card.methodology,dashboard,DashboardPage,SessionInsightsCard,methodology,"编辑 = 一个包含已观测编辑工具的用户回合。一次完成 = 仅有一个编辑回合，且用户没有重复提出同一请求。",,active
sessions.card.context,dashboard,DashboardPage,SessionInsightsCard,context,"预估固定上下文",,active
sessions.card.context_tooltip,dashboard,DashboardPage,SessionInsightsCard,context_tooltip,"指令、已安装 Skills 与推断的 MCP 工具结构",,active
sessions.card.privacy,dashboard,DashboardPage,SessionInsightsCard,privacy,"仅处理本地元数据，不保留 Prompt、回复、命令输出或差异内容。",,active
sessions.card.subagents,dashboard,DashboardPage,SessionInsightsCard,subagents,"Sub-agent 调度",,active
sessions.card.subagent_item,dashboard,DashboardPage,SessionInsightsCard,subagent_item,"{{name}} · {{calls}}",,active
sessions.page.subtitle,ui,SessionsPage,SessionsPage,subtitle,"浏览本地的 Claude Code、Codex 与 Grok 会话，一键复制恢复命令。",,active
sessions.page.refresh,ui,SessionsPage,SessionsPage,refresh,"刷新会话",,active
sessions.filter.source_all,ui,SessionsPage,SessionsPage,filter_source_all,"全部",,active
sessions.filter.source_aria,ui,SessionsPage,SessionsPage,filter_source_aria,"按会话来源筛选",,active
sessions.filter.range_all,ui,SessionsPage,SessionsPage,filter_range_all,"全部时间",,active
sessions.filter.range_aria,ui,SessionsPage,SessionsPage,filter_range_aria,"按日期范围筛选",,active
sessions.filter.range_7d,ui,SessionsPage,SessionsPage,filter_range_7d,"7 天",,active
sessions.filter.range_30d,ui,SessionsPage,SessionsPage,filter_range_30d,"30 天",,active
sessions.filter.range_90d,ui,SessionsPage,SessionsPage,filter_range_90d,"90 天",,active
sessions.filter.project_all,ui,SessionsPage,SessionsPage,filter_project_all,"所有项目",,active
sessions.filter.project_search,ui,SessionsPage,SessionsPage,filter_project_search,"搜索项目…",,active
sessions.filter.project_empty,ui,SessionsPage,SessionsPage,filter_project_empty,"无匹配项目",,active
sessions.filter.project_aria,ui,SessionsPage,SessionsPage,filter_project_aria,"按项目筛选",,active
sessions.filter.result_count,ui,SessionsPage,SessionsPage,filter_result_count,"{{filtered}} / {{total}}",,active
sessions.action.search_aria,ui,SessionsPage,SessionsPage,search_aria,"搜索会话",,active
sessions.action.search_clear,ui,SessionsPage,SessionsPage,search_clear,"清除搜索",,active
sessions.search.placeholder,ui,SessionsPage,SessionsPage,search_placeholder,"搜索标题、项目、模型或 ID…",,active
sessions.loading,ui,SessionsPage,SessionsPage,loading,"正在加载会话…",,active
sessions.col.tokens,ui,SessionsPage,SessionsPage,col_tokens,"Token 数",,active
sessions.col.cost,ui,SessionsPage,SessionsPage,col_cost,"花费",,active
sessions.col.edits,ui,SessionsPage,SessionsPage,col_edits,"编辑",,active
sessions.badge.first_pass,ui,SessionsPage,SessionsPage,badge_first_pass,"一次完成",,active
sessions.badge.reported_cost,ui,SessionsPage,SessionsPage,badge_reported_cost,"官方费用",,active
sessions.badge.reported_usage,ui,SessionsPage,SessionsPage,badge_reported_usage,"官方用量",,active
sessions.badge.partial_usage,ui,SessionsPage,SessionsPage,badge_partial_usage,"用量不完整",,active
sessions.grok.token_breakdown,ui,SessionsPage,SessionsPage,grok_token_breakdown,"输入 {{input}} · 缓存读取 {{cacheRead}} · 缓存写入 {{cacheWrite}} · 输出 {{output}} · 推理 {{reasoning}}",,active
sessions.grok.runtime_breakdown,ui,SessionsPage,SessionsPage,grok_runtime_breakdown,"模型调用 {{calls}} 次 · API {{seconds}} 秒 · 工具调用 {{tools}} 次 · 错误 {{errors}} 个",,active
sessions.grok.context_breakdown,ui,SessionsPage,SessionsPage,grok_context_breakdown,"上下文 {{used}} / {{window}}（{{percent}}%）",,active
sessions.badge.subagent,ui,SessionsPage,SessionRow,badge_subagent,"子代理",,active
sessions.thread.expand,ui,SessionsPage,SessionRow,thread_expand,"展开 {{count}} 个子代理",,active
sessions.thread.collapse,ui,SessionsPage,SessionRow,thread_collapse,"收起 {{count}} 个子代理",,active
sessions.thread.tokens_summary,ui,SessionsPage,SessionRow,tokens_summary,"自身 {{own}} · 子代理 {{subagents}} · 合计 {{combined}}",,active
sessions.thread.result_count,ui,SessionsPage,SessionsPage,thread_result_count,"{{roots}} 个主线程 · {{subagents}} 个子代理已折叠",,active
sessions.thread.model_usage,ui,SessionsPage,ThreadModelUsage,model_usage,"子代理模型用量",,active
sessions.thread.model_all,ui,SessionsPage,ThreadModelUsage,model_all,"全部 · {{count}} 个 · {{tokens}}",,active
sessions.thread.model_item,ui,SessionsPage,ThreadModelUsage,model_item,"{{model}} · {{count}} 个 · {{tokens}}",,active
sessions.duration.minutes,ui,SessionsPage,SessionsPage,duration_minutes,"{{minutes}} 分",,active
sessions.duration.hours,ui,SessionsPage,SessionsPage,duration_hours,"{{hours}} 时 {{minutes}} 分",,active
sessions.project.unknown,ui,SessionsPage,SessionsPage,project_unknown,"未命名会话",,active
sessions.model.unknown,ui,SessionsPage,SessionsPage,model_unknown,"未知模型",,active
sessions.resume.copy,ui,SessionsPage,SessionsPage,resume_copy,"复制指令",,active
sessions.resume.copy_aria,ui,SessionsPage,SessionsPage,resume_copy_aria,"复制恢复命令：{{command}}",,active
sessions.resume.copied,ui,SessionsPage,SessionsPage,resume_copied,"已复制恢复命令",,active
sessions.resume.copy_failed,ui,SessionsPage,SessionsPage,resume_copy_failed,"无法复制命令",,active
sessions.resume.unavailable,ui,SessionsPage,SessionsPage,resume_unavailable,"暂无恢复命令",,active
sessions.empty.title,ui,SessionsPage,SessionsPage,empty_title,"还没有会话",,active
sessions.empty.body,ui,SessionsPage,SessionsPage,empty_body,"在这台机器上运行 Claude Code、Codex 或 Grok，会话就会出现在这里。",,active
sessions.empty.filtered_title,ui,SessionsPage,SessionsPage,empty_filtered_title,"没有匹配的会话",,active
sessions.empty.filtered_body,ui,SessionsPage,SessionsPage,empty_filtered_body,"换个搜索词，或放宽时间范围。",,active
sessions.col.turns,ui,SessionsPage,SessionsPage,col_turns,"轮数",,active
sessions.project.copy_hint,ui,SessionsPage,SessionsPage,project_copy_hint,"点击复制该路径",,active
sessions.project.copy_aria,ui,SessionsPage,SessionsPage,project_copy_aria,"复制 {{project}} 的本地路径",,active
sessions.project.copied,ui,SessionsPage,SessionsPage,project_copied,"项目路径已复制",,active
sessions.project.copy_failed,ui,SessionsPage,SessionsPage,project_copy_failed,"无法复制路径",,active
sessions.action.load_more,ui,SessionsPage,SessionsPage,load_more,"显示更多会话",,active
sessions.error.title,ui,SessionsPage,SessionsPage,error_title,"无法加载会话",,active
sessions.error.retry,ui,SessionsPage,SessionsPage,error_retry,"重试",,active
sessions.error.outdated_app,ui,SessionsPage,SessionsPage,error_outdated_app,"当前 TokenTracker 版本过旧，无法列出会话。请更新到最新版本。",,active
sessions.truncated,ui,SessionsPage,SessionsPage,truncated,"仅显示最近 {{shown}} 个会话（共 {{total}} 个）。缩小时间范围可看到更早的会话。",,active
sessions.privacy,ui,SessionsPage,SessionsPage,privacy,"仅在本地处理。Prompt 与回复正文、命令输出和差异内容绝不保留或上传。",,active
limits.alert.enable,limits,LimitsPage,LimitsPage,enable_alerts,"开启额度预测提醒",,active
limits.alert.disable,limits,LimitsPage,LimitsPage,disable_alerts,"关闭额度预测提醒",,active
limits.alert.title,limits,LimitsPage,LimitsPage,alert_title,"{{provider}} 额度可能提前用尽",,active
